"","A","D","H","results","B365H","B365D","B365A"
"30100",0.02,0.37,0.61,"D",2.15,3.25,3.4
"31100",0.15,0.51,0.34,"H",2.38,3.2,3
"32100",0.54,0.1,0.36,"A",3.25,3.3,2.2
"33100",0.81,0.14,0.05,"A",9,4.5,1.36
"34100",0,0,1,"A",1.36,4.5,9
"35100",0.05,0.26,0.69,"A",1.91,3.3,4.2
"36100",0.07,0.47,0.46,"H",2,3.3,3.8
"37100",0.04,0.1,0.86,"D",1.72,3.4,5
"38100",0,0.04,0.96,"H",1.17,6.5,18
"39100",0.12,0.13,0.75,"D",2.1,3.3,3.5
"40100",0.35,0.09,0.56,"A",2.6,3.25,2.75
"41100",0.25,0.08,0.67,"H",2,3.3,3.75
"42100",0.56,0.32,0.12,"H",4.2,3.3,1.91
"43100",0.18,0.43,0.39,"H",2.1,3.3,3.5
"44100",0.05,0.35,0.6,"A",1.73,3.5,5
"4545",0.02,0.06,0.92,"A",2.88,3.3,2.4
"4610",0.08,0.08,0.84,"D",2.2,3.25,3.3
"4710",0,0,1,"A",1.44,4,8
"4810",0,0,1,"D",1.18,7,15
"4910",0.09,0.03,0.88,"H",2,3.3,3.8
"5010",0.18,0.36,0.46,"H",2.25,3.2,3.25
"5110",0.41,0.04,0.55,"H",3.5,3.3,2.1
"5210",0.7,0.07,0.23,"A",3.4,3.5,2.1
"5310",0,0.03,0.97,"D",1.73,3.6,4.75
"5410",0.11,0.23,0.66,"H",1.85,3.4,4.33
"5510",0.09,0.13,0.78,"D",2.05,3.4,3.6
"5610",0.35,0.06,0.59,"H",2.1,3.4,3.4
"5710",0.02,0.06,0.92,"H",1.75,3.75,4.5
"5810",0.46,0.08,0.46,"D",2.3,3.2,2.7
"5910",0.25,0.07,0.68,"A",2.7,3.2,2.7
"6010",0.77,0.12,0.11,"A",8,4.5,1.4
"6110",0.33,0.15,0.52,"H",2.38,3.1,3.2
"6210",0.32,0.16,0.52,"D",3,3.4,2.3
"6310",0.45,0.05,0.5,"H",3,3.4,2.3
"6410",0.03,0.22,0.75,"A",2.2,3.3,3.3
"6510",0.16,0.18,0.66,"A",2.05,3.4,3.5
"6610",0.01,0.08,0.91,"D",1.5,4,7
"6710",0.44,0.08,0.48,"H",2.4,3.3,2.87
"6810",0.13,0.08,0.79,"H",3.2,3.3,2.25
"6910",0.06,0.23,0.71,"A",2.1,3.25,3
"7010",0.06,0.08,0.86,"D",2,3.4,3.75
"7110",0.08,0.07,0.85,"H",1.61,3.6,6
"7210",0.01,0.11,0.88,"H",1.4,4.33,8.5
"7310",0.03,0.09,0.88,"H",2.05,3.4,3.6
"7410",0.49,0.1,0.41,"H",2.1,3.4,3.4
"7510",0.34,0.04,0.62,"A",2.62,3.2,2.37
"7610",0.08,0.01,0.91,"D",1.8,3.4,4.5
"7710",0.52,0.11,0.37,"A",3.1,3.3,2.3
"7810",0.27,0.11,0.62,"A",2.3,3.3,3.1
"7910",0.11,0.04,0.85,"D",1.72,3.6,4.75
"8010",0.03,0.31,0.66,"A",1.66,3.4,6
"8110",0.88,0.04,0.08,"A",6,4,1.53
"8210",0.05,0.04,0.91,"A",1.66,3.6,5.25
"8310",0.27,0.09,0.64,"H",2.4,3.2,3
"8410",0.12,0.63,0.25,"H",2.1,3.25,3.6
"8510",0.2,0.04,0.76,"A",2,3.4,3.75
"8610",0.04,0.5,0.46,"A",1.53,3.75,7
"8710",0.41,0.05,0.54,"A",3.6,3.2,2.1
"8810",0.23,0.1,0.67,"A",2.15,3.4,3.3
"8910",0.92,0.04,0.04,"A",6,3.8,1.57
"9010",0.39,0.1,0.51,"H",2.15,3.25,3.4
"9110",0.36,0.19,0.45,"A",2.9,3.25,2.4
"9210",0.06,0.1,0.84,"H",2,3.3,3.75
"9310",0.03,0.5,0.47,"A",2.15,3.3,3.3
"9410",0.03,0.18,0.79,"H",1.66,3.6,5.5
"9510",0.63,0.21,0.16,"A",2.62,3.3,2.6
"9610",0.23,0.05,0.72,"A",2.25,3.1,3.2
"9710",0.06,0.06,0.88,"H",3,3.2,2.4
"9810",0.04,0.24,0.72,"H",2.1,3.25,3.6
"9910",0.06,0.15,0.79,"H",1.57,3.6,6
"10010",0.82,0.13,0.05,"H",5.25,3.75,1.6
"10110",0.09,0.07,0.84,"H",1.8,3.6,4.5
"10210",0.31,0.1,0.59,"A",2.1,3.4,3.4
"10310",0.25,0.05,0.7,"A",2.38,3.25,3
"10410",0.08,0.06,0.86,"D",1.83,3.6,4.2
"10510",0.12,0.17,0.71,"H",1.33,5,8.5
"10610",0.19,0.25,0.56,"A",2.5,3.3,2.75
"10710",0,0,1,"H",1.17,7,15
"10810",0.05,0.09,0.86,"H",2.15,3.25,3.4
"10910",0.1,0.13,0.77,"H",1.72,3.4,5
"11010",0.07,0.18,0.75,"D",1.44,4.33,7
"11110",0.79,0.06,0.15,"D",7,4.33,1.44
"11210",0.26,0.07,0.67,"A",3.5,3.3,2.1
"11310",0.04,0.09,0.87,"H",1.91,3.3,4.2
"11410",0.22,0.27,0.51,"H",2.6,3.2,2.75
"11510",0.22,0.49,0.29,"H",1.62,3.75,5.5
"11610",0.22,0.17,0.61,"H",2.6,3.25,2.7
"11710",0.78,0.09,0.13,"D",7.5,4.5,1.4
"11810",0.04,0.07,0.89,"H",1.44,4.2,7.5
"11910",0.09,0.13,0.78,"H",1.22,5.5,13
"12010",0.04,0.15,0.81,"H",2.5,3.25,2.8
"12110",0.06,0.09,0.85,"H",2.25,3.3,3.2
"12210",0.04,0.11,0.85,"D",1.65,3.7,5.25
"12310",0.11,0.34,0.55,"H",2.5,3.3,2.75
"12410",0.51,0.07,0.42,"A",5,3.5,1.73
"12510",0.21,0.28,0.51,"H",2.5,3.25,2.7
"12610",0.02,0.07,0.91,"D",1.53,4,6
"12710",0.04,0.18,0.78,"A",2.2,3.3,3.25
"12810",0.02,0.21,0.77,"D",2,3.4,3.7
"12910",0.07,0.36,0.57,"A",2,3.4,3.7
"13010",0.7,0.2,0.1,"A",12,5.5,1.25
"13110",0.11,0.56,0.33,"D",2.3,3.3,3.1
"13210",0.09,0.06,0.85,"H",1.75,3.6,4.75
"13310",0.08,0.27,0.65,"A",1.25,5,13
"13410",0.43,0.02,0.55,"D",2.8,3.25,2.5
"13510",0.31,0.19,0.5,"H",2.5,3.3,2.75
"13610",0.06,0.21,0.73,"H",1.8,3.5,4.5
"13710",0,0.27,0.73,"H",1.8,3.5,4.5
"13810",0.18,0.56,0.26,"D",2.4,3.3,2.88
"13910",0.69,0.12,0.19,"A",6,3.75,1.57
"14010",0.18,0.18,0.64,"H",1.91,3.6,3.75
"14110",0.92,0.01,0.07,"A",10,5.25,1.29
"14210",0.39,0.05,0.56,"A",4,3.4,1.85
"14310",0.03,0.03,0.94,"A",1.57,3.75,6
"14410",0.08,0.03,0.89,"H",1.8,3.5,4.5
"14510",0.4,0.37,0.23,"H",3.5,3.3,2.1
"14610",0.78,0.17,0.05,"A",13,5.5,1.25
"14710",0,0,1,"H",1.2,6.5,13
"14810",0.17,0.26,0.57,"D",3,3.25,2.38
"14910",0.79,0.1,0.11,"D",11,5.75,1.25
"15010",0.05,0.03,0.92,"H",1.62,3.6,5.75
"15110",0.01,0.12,0.87,"H",1.4,4.5,8
"15210",0,0.16,0.84,"D",1.57,3.8,6
"15310",0.05,0.34,0.61,"D",1.62,3.6,5.5
"15410",0.29,0.07,0.64,"H",2.2,3.3,3.25
"15510",0.06,0.16,0.78,"H",2.05,3.3,3.6
"15610",0.46,0.12,0.42,"D",2.35,3.3,3
"15710",0.03,0.11,0.86,"H",1.5,4,7
"15810",0.12,0.18,0.7,"D",2.5,3.2,2.75
"15910",0.03,0.15,0.82,"A",2.1,3.3,3.5
"16010",0.62,0.08,0.3,"H",2.25,3.3,3.2
"16110",0.02,0.2,0.78,"H",1.17,7,15
"16210",0.37,0.04,0.59,"H",1.72,3.4,5
"16310",0.05,0.13,0.82,"H",1.5,4,7
"16410",0.45,0.1,0.45,"A",2.8,3.25,2.5
"16510",0.07,0.04,0.89,"H",1.16,6.5,15
"16610",0.09,0.21,0.7,"H",2.25,3.25,3.2
"16710",0.07,0.26,0.67,"A",1.91,3.4,4
"16810",0.4,0.02,0.58,"H",4,3.5,1.91
"16910",0,0.26,0.74,"H",1.13,8.5,17
"17010",0.95,0.04,0.01,"A",10,5.5,1.29
"17110",0.08,0.4,0.52,"D",2.2,3.25,3.2
"17210",0.02,0.01,0.97,"D",1.73,3.5,5
"17310",0.32,0.44,0.24,"H",1.4,4.5,8
"17410",0.06,0.1,0.84,"A",1.44,4,7.5
"17510",0.47,0.09,0.44,"A",3,3.25,2.38
"17610",0.84,0.1,0.06,"A",2.88,3.3,2.4
"17710",0.11,0.29,0.6,"D",1.83,3.5,4.33
"17810",0.01,0.36,0.63,"H",1.06,11,29
"17910",0.07,0.55,0.38,"H",1.73,3.6,4.75
"18010",0.09,0.22,0.69,"H",1.75,3.75,4.75
"18110",0.07,0.35,0.58,"H",1.8,3.5,4.5
"18210",0.67,0.11,0.22,"H",3.75,3.4,2
"18310",0.35,0.12,0.53,"D",1.67,3.75,5
"18410",0.13,0.08,0.79,"H",1.72,3.4,5
"18510",0.04,0.03,0.93,"H",1.25,5,13
"18610",0.11,0.16,0.73,"H",1.14,6.5,21
"18710",0.05,0.1,0.85,"D",1.73,3.5,5
"18810",0.02,0.12,0.86,"H",1.73,3.5,5
"18910",0.04,0.68,0.28,"D",2.3,3.2,3.2
"19010",0.21,0.12,0.67,"A",1.91,3.4,4
"19110",0.04,0.08,0.88,"A",1.57,3.75,6
"19210",0.08,0.34,0.58,"D",2.2,3.25,3.25
"19310",0.08,0.23,0.69,"H",2.1,3.25,3.5
"19410",0.29,0.05,0.66,"H",2.63,3.3,2.63
"19510",0.11,0.16,0.73,"D",2.2,3.2,3.25
"19610",0.01,0.11,0.88,"H",1.62,3.8,5.5
"19710",0.11,0.13,0.76,"H",2.2,3.4,3.2
"19810",0.07,0.48,0.45,"H",1.95,3.5,3.8
"19910",0.05,0,0.95,"H",1.91,3.3,4.2
"20010",0.25,0.05,0.7,"H",2.38,3.25,3
"20110",0.11,0.42,0.47,"D",2.2,3.25,2.8
"20210",0.02,0.04,0.94,"H",1.4,4.5,7.5
"20310",0.08,0.12,0.8,"H",1.62,3.75,5.5
"20410",0.36,0.02,0.62,"H",2.5,3.3,2.75
"20510",0.04,0.01,0.95,"A",1.4,4.5,7.5
"20610",0.15,0.04,0.81,"H",2.1,3.4,3.4
"20710",0.56,0.25,0.19,"A",12,5.5,1.25
"20810",0.4,0.02,0.58,"A",2.5,3.2,2.8
"20910",0,0.02,0.98,"H",1.2,6.5,13
"21010",0.07,0.03,0.9,"A",1.67,3.5,5.5
"21110",0,0.13,0.87,"H",1.06,11,29
"21210",0.07,0.08,0.85,"H",1.73,3.6,4.75
"21310",0.72,0.03,0.25,"D",2.25,3.25,3.2
"21410",0.06,0.31,0.63,"A",1.73,3.5,5
"21510",0.08,0.12,0.8,"H",1.53,3.8,6.5
"21610",0,0.19,0.81,"H",1.91,3.4,4
"21710",0,0,1,"H",1.08,10,23
"21810",0.01,0,0.99,"H",1.44,4.33,7
"21910",0.16,0.21,0.63,"H",2.2,3.2,3.4
"22010",0.01,0.08,0.91,"A",2.1,3.3,3.5
"22110",0.04,0.13,0.83,"H",1.17,7,15
"22210",0.67,0.1,0.23,"H",2.9,3.3,2.38
"22310",0.01,0.05,0.94,"H",1.5,4.1,6.5
"22410",0.28,0.04,0.68,"H",2.8,3.25,2.5
"22510",0.57,0.02,0.41,"H",2.5,3.3,2.75
"22610",0.56,0.02,0.42,"H",3,3.4,2.3
"22710",0.13,0.23,0.64,"H",2.3,3.3,3.1
"22810",0.02,0.26,0.72,"H",1.33,4.5,9.5
"22910",0.6,0.06,0.34,"H",2.1,3.4,3.4
"23010",0.1,0.05,0.85,"H",2.05,3.3,3.6
"23110",0.02,0.07,0.91,"D",1.91,3.4,4
"23210",0.13,0.16,0.71,"H",2.4,3.2,3
"23310",0.47,0.05,0.48,"D",2.8,3.25,2.5
"23410",0.48,0.07,0.45,"D",2.7,3.25,2.6
"23510",0.84,0.07,0.09,"A",5.5,4,1.57
"23610",0.01,0.05,0.94,"H",1.5,4,7
"23710",0.54,0.18,0.28,"H",2.38,3.2,3
"23810",0.08,0.16,0.76,"A",2,3.3,3.75
"23910",0.45,0.05,0.5,"A",1.8,3.3,4.5
"24010",0.83,0.08,0.09,"D",7.5,4.5,1.4
"24110",0,0,1,"H",1.13,8.5,17
"24210",0.05,0.15,0.8,"H",1.91,3.4,4
"24310",0.03,0.02,0.95,"D",1.53,3.6,6.5
"24410",0.09,0.05,0.86,"H",2,3.2,3.75
"24510",0.9,0.04,0.06,"A",4.5,3.75,1.73
"24610",0.11,0.06,0.83,"H",1.53,4,6
"24710",0.02,0.24,0.74,"H",2.1,3.3,3.5
"24810",0.03,0.16,0.81,"H",2.1,3.25,3.5
"24910",0.01,0.06,0.93,"H",2.1,3.25,3.5
"25010",0.04,0.08,0.88,"A",2.3,3.3,3.1
"25110",0.18,0.14,0.68,"H",2.75,3.25,2.5
"25210",0.01,0.03,0.96,"D",2.05,3.3,3.6
"25310",0,0.01,0.99,"H",1.17,7,15
"25410",0.08,0.1,0.82,"A",2.1,3.3,3.5
"25510",0.03,0.2,0.77,"H",2.2,3.25,3.2
"25610",0.93,0.07,0,"A",1.44,4.2,6
"25710",0.09,0.2,0.71,"H",1.28,5,10
"25810",0.02,0.04,0.94,"H",1.33,4.5,11
"25910",0.07,0.39,0.54,"D",1.62,3.8,5.5
"26010",0.28,0.11,0.61,"D",1.91,3.6,3.75
"26110",0.09,0.13,0.78,"A",2.4,3.2,3
"26210",0.49,0.09,0.42,"D",3,3.4,2.3
"26310",0.09,0.57,0.34,"H",1.36,4.75,8.5
"26410",0.39,0.31,0.3,"A",2.62,3.2,2.6
"26510",0.1,0.12,0.78,"D",1.17,7.5,13
"26610",0.83,0.09,0.08,"A",7.5,4.5,1.4
"26710",0.1,0.3,0.6,"H",2,3.3,3.75
"26810",0.07,0.41,0.52,"D",2.3,3.2,3.2
"26910",0.39,0.03,0.58,"A",3.3,3.3,2.2
"27010",0.47,0.1,0.43,"H",2.38,3.4,2.88
"27110",0.5,0.02,0.48,"D",2.6,3.2,2.75
"27210",0.07,0.13,0.8,"D",1.85,3.4,4.33
"27310",0.01,0.36,0.63,"D",2.1,3.25,3.5
"27410",0.39,0.3,0.31,"H",1.57,4,5.5
"27510",0.1,0.07,0.83,"D",1.91,3.4,4
"27610",0.84,0.01,0.15,"H",13,6.5,1.2
"27710",0.11,0.15,0.74,"A",1.44,4.2,7.5
"27810",0.04,0.19,0.77,"H",1.1,8.5,26
"27910",0.77,0.23,0,"A",13,6,1.22
"28010",0.05,0.04,0.91,"D",1.4,4.5,8
"28110",0.14,0.17,0.69,"A",1.5,4,6.5
"28210",0.33,0.23,0.44,"H",2.5,3.25,2.8
"28310",0.22,0.09,0.69,"D",2.1,3.3,3.5
"28410",0.07,0.1,0.83,"H",1.73,3.6,4.75
"28510",0.36,0.08,0.56,"D",2.2,3.25,3.25
"28610",0.01,0,0.99,"H",1.06,11,29
"28710",0.85,0.02,0.13,"D",13,6,1.22
"28810",0.17,0.12,0.71,"D",2.5,3.3,2.75
"28910",0.05,0.05,0.9,"H",1.9,3.25,4
"29010",0.22,0.52,0.26,"D",3,3.4,2.3
"29110",0.19,0.07,0.74,"D",1.8,3.5,4.5
"29210",0.15,0.22,0.63,"H",1.62,3.75,5.5
"29310",0.59,0.39,0.02,"A",9.5,5.5,1.29
"29410",0.17,0.47,0.36,"H",2.62,3.2,2.6
"29510",0.03,0.04,0.93,"H",1.91,3.4,4
"29610",0.53,0.08,0.39,"A",3,3.2,2.38
"29710",0.04,0.02,0.94,"A",2.4,3.3,2.88
"29810",0.02,0.01,0.97,"H",1.07,11,26
"29910",0.29,0.09,0.62,"D",2.25,3.25,3.25
"30010",0.28,0.23,0.49,"A",2.38,3.2,3
"30110",0.05,0.06,0.89,"A",2.2,3.2,3.25
"30210",0.45,0.13,0.42,"H",2.8,3.2,2.5
"30310",0.25,0.33,0.42,"A",2.6,3.2,2.75
"30410",0.01,0.03,0.96,"H",1.44,4.2,7.5
"30510",0.05,0.19,0.76,"D",2.05,3.25,3.75
"30610",0.63,0.17,0.2,"A",2.4,3.2,3
"30710",0.39,0.01,0.6,"H",3.25,3.3,2.2
"30810",0.47,0.14,0.39,"H",2.1,3.4,3.4
"30910",0.14,0.15,0.71,"D",1.17,7.5,14
"31010",0.28,0.05,0.67,"A",3.2,3.25,2.25
"31110",0.83,0.14,0.03,"A",13,6,1.22
"31210",0.08,0.05,0.87,"D",1.36,4.5,9
"31310",0.01,0.13,0.86,"H",2.1,3.3,3.5
"31410",0.04,0.12,0.84,"H",2.5,3.25,2.8
"31510",0.07,0.17,0.76,"A",2.4,3.2,2.87
"31610",0.09,0.12,0.79,"H",1.06,11,29
"31710",0.05,0.05,0.9,"D",1.5,4.2,6.5
"31810",0.16,0.07,0.77,"H",2.3,3.4,3
"31910",0.03,0.29,0.68,"H",1.57,3.75,6
"32010",0.54,0.09,0.37,"A",3.6,3.5,2
"32110",0.08,0.31,0.61,"A",1.67,3.75,5
"32210",0.18,0.23,0.59,"H",1.5,4,6.5
"32310",0.11,0.67,0.22,"D",1.8,3.5,4.5
"32410",0.04,0.11,0.85,"H",1.22,6,13
"32510",0.93,0.04,0.03,"A",6,4,1.53
"32610",0,0.06,0.94,"D",1.4,4.5,7.5
"32710",0.4,0.21,0.39,"H",1.2,6,15
"32810",0.46,0.02,0.52,"H",2,3.5,3.6
"32910",0.1,0.31,0.59,"H",2.3,3.25,3.1
"33010",0.08,0.51,0.41,"H",1.83,3.25,4.5
"33110",0.71,0.1,0.19,"H",2.7,3.4,2.5
"33210",0.18,0.17,0.65,"A",6,4,1.53
"33310",0.05,0.21,0.74,"H",2.3,3.4,3
"33410",0.26,0.4,0.34,"H",2.3,3.25,3.1
"33510",0.08,0.28,0.64,"H",2.3,3.3,3.1
"33610",0.07,0.2,0.73,"A",2.3,3.3,3.1
"33710",0.57,0.33,0.1,"A",10,5,1.3
"33810",0.1,0.02,0.88,"H",1.53,3.8,6.5
"33910",0.1,0.19,0.71,"H",1.62,3.8,5.5
"34010",0.04,0.27,0.69,"D",1.91,3.5,4
"34110",0.59,0.34,0.07,"A",11,6,1.25
"34210",0.01,0.03,0.96,"H",1.3,5,11
"34310",0.66,0.1,0.24,"A",8,4.5,1.4
"34410",0,0.05,0.95,"A",1.8,3.3,4.5
"34510",0,0.14,0.86,"H",1.08,10,26
"34610",0.08,0.16,0.76,"A",2.38,3.4,2.88
"34710",0.29,0.08,0.63,"A",2.05,3.2,3.8
"34810",0.1,0.17,0.73,"D",1.5,4,7
"34910",0.09,0.45,0.46,"A",1.83,3.5,4.33
"35010",0.09,0.45,0.46,"A",1.53,4,6
"35110",0.05,0.21,0.74,"D",2.8,3.4,2.4
"35210",0.05,0.18,0.77,"H",1.17,8,12
"35310",0.01,0.23,0.76,"D",1.91,3.4,4
"35410",0.59,0.09,0.32,"A",4.5,3.75,1.73
"35510",0.08,0.64,0.28,"A",2.05,3.4,3.5
"35610",0.09,0.13,0.78,"D",1.33,4.5,9.5
"35710",0.05,0.19,0.76,"H",2.1,3.4,3.4
"35810",0.16,0.07,0.77,"H",2.1,3.4,3.4
"35910",0.52,0.07,0.41,"H",2.6,3.25,2.7
"36010",0.11,0.45,0.44,"D",2,3.5,3.6
"36110",0.05,0.35,0.6,"H",1.44,4.33,7
"36210",0.06,0.74,0.2,"A",2.63,3.3,2.63
"36310",0.07,0.09,0.84,"H",1.25,6,10
"36410",0.12,0.49,0.39,"A",2.05,3.4,3.5
"36510",0.46,0.14,0.4,"H",2.37,3.2,2.9
"36610",0.13,0.15,0.72,"H",1.8,3.6,4.33
"36710",0.04,0.23,0.73,"H",2.38,3.4,2.88
"36810",0.52,0.2,0.28,"H",5.5,4.1,1.57
"36910",0.62,0.36,0.02,"A",13,6,1.22
"37010",0.11,0.04,0.85,"H",1.53,4.1,6
"37110",0.23,0.15,0.62,"H",2,3.2,3.75
"37210",0.15,0.41,0.44,"D",1.75,3.5,4.75
"37310",0.35,0.15,0.5,"H",1.57,3.75,5.5
"37410",0.13,0.02,0.85,"D",1.83,3.5,4.33
"37510",0.03,0.42,0.55,"H",2,3.4,3.75
"37610",0.3,0.06,0.64,"D",2.2,3.4,3.2
"37710",0.03,0.32,0.65,"H",1.07,11,29
"37810",0.16,0.34,0.5,"A",3,3.2,2.4
"37910",0.2,0.18,0.62,"H",2.25,3.3,3.2
"38010",0,0.06,0.94,"H",1.66,3.4,5.5
"38110",0.09,0.14,0.77,"D",1.72,3.3,5
"38210",0.09,0.29,0.62,"A",2.5,3.25,2.8
"38310",0.17,0.06,0.77,"A",2.4,3.3,2.88
"38410",0.13,0.2,0.67,"H",1.36,4.75,8
"38510",0.01,0.08,0.91,"D",1.67,3.8,5
"38610",0.5,0.08,0.42,"A",3.75,3.4,2
"38710",0.04,0.03,0.93,"H",1.36,4.75,8
"38810",0.18,0.13,0.69,"D",2.3,3.3,3.1
"38910",0.13,0.18,0.69,"D",1.75,3.6,4.75
"39010",0.59,0.24,0.17,"D",7.5,4.33,1.4
"39110",0.08,0.05,0.87,"H",1.44,4.2,7.5
"39210",0.15,0.46,0.39,"D",2.38,3.25,3
"39310",0.35,0.01,0.64,"H",2.5,3.4,2.7
"39410",0.91,0.04,0.05,"A",6.5,4.5,1.45
"39510",0.13,0.09,0.78,"D",2.1,3.25,3.6
"39610",0,0.35,0.65,"H",1.13,9,17
"39710",0.42,0.12,0.46,"A",3.4,3.3,2.15
"39810",0.07,0.27,0.66,"H",1.4,4.5,8
"39910",0.05,0.09,0.86,"A",1.91,3.5,4
"40010",0.03,0.19,0.78,"H",1.95,3.5,3.75
"40110",0.49,0.07,0.44,"A",2,3.5,3.6
"40210",0.66,0.1,0.24,"D",3.6,3.5,2
"40310",0.49,0.06,0.45,"H",2.3,3.2,3.2
"40410",0.74,0.22,0.04,"A",7.5,4.75,1.4
"40510",0.1,0.2,0.7,"H",2.05,3.4,3.5
"40610",0.66,0.09,0.25,"D",2.2,3.5,3.1
"40710",0.8,0.15,0.05,"A",2.63,3.5,2.5
"40810",0.13,0.05,0.82,"H",2.25,3.4,3.1
"40910",0.22,0.06,0.72,"D",3,3.4,2.3
"41010",0.91,0.08,0.01,"D",3.4,3.4,2.1
"41110",0.01,0.02,0.97,"H",1.4,4.5,7.5
"41210",0.04,0.29,0.67,"H",1.2,7,12
"41310",0.22,0.19,0.59,"D",1.75,3.5,4.75
"41410",0.02,0.1,0.88,"H",1.57,3.8,6
"41510",0.88,0.07,0.05,"D",6,4.33,1.5
"41610",0.77,0.1,0.13,"A",3.6,3.3,2.05
"41710",0.41,0.25,0.34,"H",1.8,3.3,4.5
"41810",0.08,0.06,0.86,"H",1.25,6,11
"41910",0.75,0.1,0.15,"H",3.3,3.5,2.1
"42010",0.19,0.07,0.74,"D",2.1,3.25,3.4
"42110",0.06,0.11,0.83,"H",1.4,4,9
"42210",0.33,0.08,0.59,"D",2.37,3.2,2.9
"42310",0.05,0.08,0.87,"D",1.9,3.25,4
"42410",0.31,0.3,0.39,"D",2.37,3.2,2.9
"42510",0.02,0.04,0.94,"H",1.53,3.6,7
"42610",0.2,0.31,0.49,"H",2,3.2,3.75
"42710",0.79,0.06,0.15,"D",4,3.3,1.9
"42810",0.7,0.24,0.06,"A",2.8,3.1,2.25
"42910",0.48,0.03,0.49,"H",2.1,3.25,3
"43010",0.15,0.21,0.64,"H",1.2,5.5,17
"43110",0.46,0.13,0.41,"A",2.1,3.2,3.5
"43210",0.17,0.59,0.24,"A",1.83,3.25,4.5
"43310",0.16,0.13,0.71,"A",2.87,3.2,2.4
"43410",0.03,0.05,0.92,"D",2.25,3.1,3.2
"43510",0.16,0.16,0.68,"H",2.3,3.1,3.1
"43610",0.41,0.06,0.53,"H",1.72,3.4,5
"43710",0.15,0.55,0.3,"H",1.4,4.33,7.5
"43810",0.7,0.21,0.09,"H",2.5,3.4,2.6
"43910",0.67,0.22,0.11,"H",2.3,3.25,3
"44010",0.9,0.02,0.08,"A",8,4.5,1.4
"44110",0.06,0.37,0.57,"A",1.44,4.2,7.5
"44210",0.23,0.44,0.33,"A",5.75,3.7,1.61
"44310",0.11,0.15,0.74,"H",2,3.3,3.75
"44410",0.08,0.51,0.41,"A",2.25,3.25,3.2
"44510",0.02,0.07,0.91,"H",2.3,3.3,3.1
"44610",0.39,0.07,0.54,"D",2.37,3.25,3
"44710",0.21,0.37,0.42,"D",2.4,3.25,2.9
"44810",0.38,0.03,0.59,"D",3.75,3.3,2
"44910",0.07,0.17,0.76,"H",1.75,3.4,5
"45010",0.09,0.16,0.75,"H",1.16,7,15
"45110",0.04,0.14,0.82,"A",1.61,3.5,6.25
"45210",0.08,0.37,0.55,"H",2.65,3.2,2.65
"45310",0.27,0.11,0.62,"H",3,3.2,2.4
"4546",0.11,0.08,0.81,"D",1.95,3.3,4
"4551",0.11,0.08,0.81,"H",2.6,3.2,2.62
"4561",0.07,0.15,0.78,"A",1.53,4,6
"4571",0.11,0.59,0.3,"D",2.3,3.3,3.1
"4581",0.09,0.02,0.89,"A",2.5,3.3,2.75
"4591",0.01,0.2,0.79,"D",2.05,3.3,3.6
"4601",0.2,0.09,0.71,"A",2.4,3.3,2.9
"4611",0.02,0.07,0.91,"H",2,3.3,3.75
"4621",0.14,0.13,0.73,"A",1.9,3.25,4
"4631",0.03,0.02,0.95,"H",1.28,5.25,11
"4641",0.07,0.35,0.58,"D",1.9,3.25,4
"4651",0.09,0.06,0.85,"H",1.5,4,7
"4661",0.17,0.07,0.76,"A",2.4,3.3,2.87
"4671",0.01,0.01,0.98,"H",1.22,5.5,15
"4681",0.29,0,0.71,"A",2.1,3.3,3.5
"4691",0.08,0.58,0.34,"D",3.25,3.3,2.2
"4701",0.48,0.08,0.44,"A",3.25,3.3,2.2
"4711",0.37,0.18,0.45,"D",2.37,3.25,3
"4721",0.65,0.13,0.22,"D",2.8,3.25,2.5
"4731",0.05,0.22,0.73,"H",1.72,3.5,5
"4741",0.06,0.41,0.53,"H",1.72,3.5,5
"4751",0.05,0.06,0.89,"A",2.5,3.3,2.75
"4761",0.41,0.29,0.3,"A",2.2,3.25,2.8
"4771",0.42,0.47,0.11,"H",2.6,3.25,2.65
"4781",0.04,0.03,0.93,"D",1.8,3.5,4.5
"4791",0.67,0.24,0.09,"H",3.75,3.3,2
"4801",0.08,0.14,0.78,"H",1.9,3.4,4
"4811",0.07,0.5,0.43,"D",2.2,3.25,2.8
"4821",0.04,0.75,0.21,"H",2,3.4,3.75
"4831",0.02,0.05,0.93,"H",1.85,3.4,4.33
"4841",0.14,0.04,0.82,"D",2.37,3.3,2.9
"4851",0.03,0.04,0.93,"H",2.1,3.25,3
"4861",0.1,0.13,0.77,"H",2.9,3.3,2.37
"4871",0.07,0.38,0.55,"H",1.57,3.6,5
"4881",0.4,0.1,0.5,"A",2.1,3.3,3.5
"4891",0.02,0.07,0.91,"H",1.22,6,12
"4901",0.71,0.06,0.23,"A",2.75,3.3,2.5
"4911",0.45,0.12,0.43,"D",2.9,3.3,2.37
"4921",0.09,0.33,0.58,"H",1.53,3.8,6.5
"4931",0.08,0.28,0.64,"H",2.25,3.2,3.1
"4941",0.44,0.02,0.54,"H",1.85,3.4,4.33
"4951",0.42,0.09,0.49,"A",2.7,3.25,2.6
"4961",0.03,0.1,0.87,"H",1.57,3.75,6
"4971",0.04,0.22,0.74,"A",2.1,3.3,3.5
"4981",0.27,0.14,0.59,"H",2.4,3.6,2.7
